r_AU,F_exact,F_no_nn_softened,F_simon_corrected,c_pred,rel_err_no_nn_softened,rel_err_simon_corrected
3.823941054813774016e-05,6.838764077744039707e+06,1.382446552232597242e+04,5.096671585251456709e+05,3.686704254150390625e+01,9.979785140465196047e-01,9.254737913559851759e-01
3.856960890826491094e-05,6.722170592526847497e+06,1.393804229294892684e+04,5.128676270454042242e+05,3.679624557495117188e+01,9.979265562959017677e-01,9.237050562781659035e-01
3.890265854029893337e-05,6.607564899349350482e+06,1.405245246467479410e+04,5.160693265620819875e+05,3.672450256347656250e+01,9.978732781775540017e-01,9.218971989797785094e-01
3.923858406505111078e-05,6.494913108520464040e+06,1.416769956244960849e+04,5.192740980521190795e+05,3.665196990966796875e+01,9.978186467893059852e-01,9.200491077592862776e-01
3.957741031593386922e-05,6.384181908131541684e+06,1.428378705329772856e+04,5.224742572855527978e+05,3.657813262939453125e+01,9.977626284371527987e-01,9.181611262329356649e-01
3.991916234079707064e-05,6.275338554205645807e+06,1.440071834383013083e+04,5.256747266081250273e+05,3.650336837768554688e+01,9.977051886174047590e-01,9.162316547438186243e-01
4.026386540377938973e-05,6.168350861015033908e+06,1.451849677769186565e+04,5.288649781754008727e+05,3.642697906494140625e+01,9.976462919984900868e-01,9.142615279040120502e-01
4.061154498717601483e-05,6.063187191563599743e+06,1.463712563294802931e+04,5.320647430262736743e+05,3.635035705566406250e+01,9.975859024024007482e-01,9.122466903600476851e-01
4.096222679332246275e-05,5.959816448231589980e+06,1.475660811940711937e+04,5.352513424981244607e+05,3.627197647094726562e+01,9.975239827857810271e-01,9.101899618641869916e-01
4.131593674649460917e-05,5.858208063579826616e+06,1.487694737588070166e+04,5.384300747204241343e+05,3.619224166870117188e+01,9.974604952206511665e-01,9.080896293069862235e-01
4.167270099482517864e-05,5.758331991310705431e+06,1.499814646737841394e+04,5.416130006932672113e+05,3.611199569702148438e+01,9.973954008747654143e-01,9.059427275970612925e-01
4.203254591223672793e-05,5.660158697383297607e+06,1.512020838223721148e+04,5.447873765676363837e+05,3.603041458129882812e+01,9.973286599915958117e-01,9.037505120095850053e-01
4.239549810039146852e-05,5.563659151279903948e+06,1.524313602918392462e+04,5.479535953391300282e+05,3.594756317138671875e+01,9.972602318699417268e-01,9.015120120697770467e-01
4.276158439065739939e-05,5.468804817421638407e+06,1.536693223432982450e+04,5.511130091840395471e+05,3.586356735229492188e+01,9.971900748431583583e-01,8.992260598827019891e-01
4.313083184609241738e-05,5.375567646730100736e+06,1.549159973809674193e+04,5.542681452437192202e+05,3.577862548828125000e+01,9.971181462580012145e-01,8.968912342530236392e-01
4.350326776344454823e-05,5.283920068333187141e+06,1.561714119207298427e+04,5.574082158910674043e+05,3.569207763671875000e+01,9.970444024530826788e-01,8.945085828925299909e-01
4.387891967517000590e-05,5.193834981412149966e+06,1.574355915579858629e+04,5.605453326653589029e+05,3.560474014282226562e+01,9.969687987369367788e-01,8.920748667080384831e-01
4.425781535146851119e-05,5.105285747187715024e+06,1.587085609347865829e+04,5.636635550724869827e+05,3.551563644409179688e+01,9.968912893656890484e-01,8.895921633019296948e-01
4.463998280233622847e-05,5.018246181042799726e+06,1.599903437062382181e+04,5.667794514229316264e+05,3.542585372924804688e+01,9.968118275203272649e-01,8.870562680714970671e-01
4.502545027963640893e-05,4.932690544779549353e+06,1.612809625061683255e+04,5.698782066314212279e+05,3.533449935913085938e+01,9.967303652835700634e-01,8.844690942077150231e-01
4.541424627918790952e-05,4.848593539008374326e+06,1.625804389120434280e+04,5.729600383672944736e+05,3.524163436889648438e+01,9.966468536163314296e-01,8.818296411613675279e-01
4.580639954287186555e-05,4.765930295666724443e+06,1.638887934091283023e+04,5.760364991244364064e+05,3.514801025390625000e+01,9.965612423337759651e-01,8.791345102868625139e-01
4.620193906075605608e-05,4.684676370665514842e+06,1.652060453538763613e+04,5.790943791687213816e+05,3.505285644531250000e+01,9.964734800809642579e-01,8.763854035265078446e-01
4.660089407323859527e-05,4.604807736660712399e+06,1.665322129365460205e+04,5.821371399098075926e+05,3.495642852783203125e+01,9.963835143080846946e-01,8.735805763886336228e-01
4.700329407320911318e-05,4.526300775948380120e+06,1.678673131430268404e+04,5.851620906136133708e+05,3.485860824584960938e+01,9.962912912452697167e-01,8.707195744209008659e-01
4.740916880822917446e-05,4.449132273480723612e+06,1.692113617158724446e+04,5.881679497868344188e+05,3.475936508178710938e+01,9.961967558769951880e-01,8.678016490333094746e-01
4.781854828273135206e-05,4.373279410001254641e+06,1.705643731145283891e+04,5.911548383100087522e+05,3.465875244140625000e+01,9.960998519160595421e-01,8.648257330738812199e-01
4.823146276023730156e-05,4.298719755296973512e+06,1.719263604747468708e+04,5.941305011800851207e+05,3.455726623535156250e+01,9.960005217771430441e-01,8.617889662502457027e-01
4.864794276559503274e-05,4.225431261565602385e+06,1.732973355671805257e+04,5.970809288757258328e+05,3.445413208007812500e+01,9.958987065499447233e-01,8.586934937726342643e-01
4.906801908723545951e-05,4.153392256895897910e+06,1.746773087551464414e+04,6.000085994617661927e+05,3.434954452514648438e+01,9.957943459718949786e-01,8.555376997042433151e-01
4.949172277944843845e-05,4.082581438859118149e+06,1.760662889515528150e+04,6.029146743554887362e+05,3.424361801147460938e+01,9.956873784004477423e-01,8.523202333168952149e-01
4.991908516467846523e-05,4.012977868209752254e+06,1.774642835749812002e+04,6.057988086015337612e+05,3.413637924194335938e+01,9.955777407849459859e-01,8.490400823287396204e-01
5.035013783584031368e-05,3.944560962693617214e+06,1.788712985049167764e+04,6.086558830986275570e+05,3.402758789062500000e+01,9.954653686380657840e-01,8.456974327802008196e-01
5.078491265865412937e-05,3.877310490961619187e+06,1.802873380361186355e+04,6.114877136287443573e+05,3.391739654541015625e+01,9.953501960068356080e-01,8.422907541054087677e-01
5.122344177400174657e-05,3.811206566587095149e+06,1.817124048321279406e+04,6.142979217880930519e+05,3.380605316162109375e+01,9.952321554432340678e-01,8.388179934476256427e-01
5.166575760030228361e-05,3.746229642185335513e+06,1.831464998779022426e+04,6.170725822470041458e+05,3.369284057617187500e+01,9.951111779743682106e-01,8.352816988851117230e-01
5.211189283590879888e-05,3.682360503633266315e+06,1.845896224315741711e+04,6.198325512872239342e+05,3.357894897460937500e+01,9.949871930722306024e-01,8.316752119528614262e-01
5.256188046152552635e-05,3.619580264387703035e+06,1.860417699753288980e+04,6.225450689704873366e+05,3.346265029907226562e+01,9.948601286230407403e-01,8.280062815306020729e-01
5.301575374264600235e-05,3.557870359900465235e+06,1.875029381653950622e+04,6.252408012658203952e+05,3.334565353393554688e+01,9.947299108961732417e-01,8.242654346508252461e-01
5.347354623201218513e-05,3.497212542128722183e+06,1.889731207811456625e+04,6.278940184209233848e+05,3.322663116455078125e+01,9.945964645126739168e-01,8.204587193780535914e-01
5.393529177209491291e-05,3.437588874138909392e+06,1.904523096733056809e+04,6.305173546711936360e+05,3.310631179809570312e+01,9.944597124133695010e-01,8.165815117058947692e-01
5.440102449759576822e-05,3.378981724802649114e+06,1.919404947112631635e+04,6.331114135704255896e+05,3.298477554321289062e+01,9.943195758265761519e-01,8.126324836493743486e-01
5.487077883797011115e-05,3.321373763583155815e+06,1.934376637294805550e+04,6.356604519331461051e+05,3.286125564575195312e+01,9.941759742354080442e-01,8.086152004622977341e-01
5.534458951997291485e-05,3.264747955410394818e+06,1.949438024730093821e+04,6.381786671832265565e+05,3.273654556274414062e+01,9.940288253446963873e-01,8.045243688335492749e-01
5.582249157022552605e-05,3.209087555643749423e+06,1.964588945421004973e+04,6.406616850965451449e+05,3.261046981811523438e+01,9.938780450475215300e-01,8.003601727943421285e-01
5.630452031780513290e-05,3.154376105120506603e+06,1.979829213359157802e+04,6.430918704938726733e+05,3.248218917846679688e+01,9.937235473913674788e-01,7.961270789967183070e-01
5.679071139685647245e-05,3.100597425288761035e+06,1.995158619953386369e+04,6.454922350239099469e+05,3.235292816162109375e+01,9.935652445439041580e-01,7.918168189913287192e-01
5.728110074922609636e-05,3.047735613423315808e+06,2.010576933448870477e+04,6.478534707698437851e+05,3.222226715087890625e+01,9.934030467584079593e-01,7.874312102675619096e-01
5.777572462711939128e-05,2.995775037923128810e+06,2.026083898337299979e+04,6.501647612623692257e+05,3.208972549438476562e+01,9.932368623388293516e-01,7.829727689722967288e-01
5.827461959578053010e-05,2.944700333688946906e+06,2.041679234758116945e+04,6.524339020920800976e+05,3.195574951171875000e+01,9.930665976045160992e-01,7.784379297859659319e-01
5.877782253619570646e-05,2.894496397579724900e+06,2.057362637890881888e+04,6.546527458572279429e+05,3.181999778747558594e+01,9.928921568546046350e-01,7.738284468397937932e-01
5.928537064781906293e-05,2.845148383946571965e+06,2.073133777338787695e+04,6.568285743234328693e+05,3.168288421630859375e+01,9.927134423320899126e-01,7.691408370721491972e-01
5.979730145132342717e-05,2.796641700242719613e+06,2.088992296503456964e+04,6.589515438561724732e+05,3.154399108886718750e+01,9.925303541875881708e-01,7.643775590562844613e-01
6.031365279137353163e-05,2.748962002708454151e+06,2.104937811951003096e+04,6.610311232645933051e+05,3.140383148193359375e+01,9.923427904428031576e-01,7.595342814439403067e-01
6.083446283942383796e-05,2.702095192129554693e+06,2.120969912769519942e+04,6.630607511175202671e+05,3.126214790344238281e+01,9.921506469537146877e-01,7.546123641206904376e-01
6.135977009654036284e-05,2.656027409668059088e+06,2.137088159918059318e+04,6.650334423815628979e+05,3.111867141723632812e+01,9.919538173734994135e-01,7.496134866828515486e-01
6.188961339624688492e-05,2.610745032764110249e+06,2.153292085567220784e+04,6.669538928754674271e+05,3.097368431091308594e+01,9.917521931152065706e-01,7.445350332930312787e-01
6.242403190739573597e-05,2.566234671107672155e+06,2.169581192431475210e+04,6.688174490113462089e+05,3.082703018188476562e+01,9.915456633142011311e-01,7.393779078190606535e-01
6.296306513706334573e-05,2.522483162678923458e+06,2.185954953093362565e+04,6.706280963937791530e+05,3.067895317077636719e+01,9.913341147903963479e-01,7.341397134712448480e-01
6.350675293347096738e-05,2.479477569856146351e+06,2.202412809319716689e+04,6.723744657474374399e+05,3.052899360656738281e+01,9.911174320102944524e-01,7.288241386323784932e-01
6.405513548892996696e-05,2.437205175590024795e+06,2.218954171370069525e+04,6.740642542469663313e+05,3.037756538391113281e+01,9.908954970488569325e-01,7.234273663136375765e-01
6.460825334281378412e-05,2.395653479643064085e+06,2.235578417297458145e+04,6.757000886537126498e+05,3.022484397888183594e+01,9.906681895512261526e-01,7.179474851453110373e-01
6.516614738455436882e-05,2.354810194893222768e+06,2.252284892241782654e+04,6.772673871303882916e+05,3.007023620605468750e+01,9.904353866943236273e-01,7.123898186787412934e-01
6.572885885666499115e-05,2.314663243700523395e+06,2.269072907715958718e+04,6.787673434759555385e+05,2.991386222839355469e+01,9.901969631483484857e-01,7.067533061998300115e-01
6.629642935778920759e-05,2.275200754335602280e+06,2.285941740885094987e+04,6.802115508125032065e+05,2.975629425048828125e+01,9.899527910382016627e-01,7.010322937365863760e-01
6.686890084577595654e-05,2.236411057469164953e+06,2.302890633838943540e+04,6.815858409220095491e+05,2.959696960449218750e+01,9.897027399048679008e-01,6.952323059548245476e-01
6.744631564078139296e-05,2.198282682721279562e+06,2.319918792857882727e+04,6.828889697874011472e+05,2.943589973449707031e+01,9.894466766667786572e-01,6.893534324975689742e-01
6.802871642839735376e-05,2.160804355269512627e+06,2.337025387672733996e+04,6.841278890956194373e+05,2.927344703674316406e+01,9.891844655811919962e-01,6.833920260169553673e-01
6.861614626280694172e-05,2.123964992514880374e+06,2.354209550718710307e+04,6.853019279192560352e+05,2.910964012145996094e+01,9.889159682056188894e-01,6.773478233707493912e-01
6.920864856996733656e-05,2.087753700804651948e+06,2.371470376383825715e+04,6.863965370097372215e+05,2.894392204284667969e+01,9.886410433593301184e-01,6.712272445043735436e-01
6.980626715082015820e-05,2.052159772211012430e+06,2.388806920252117197e+04,6.874133543470719596e+05,2.877643013000488281e+01,9.883595470849796394e-01,6.650293200093052581e-01
7.040904618452893508e-05,2.017172681364689721e+06,2.406218198342027608e+04,6.883695664544830797e+05,2.860794448852539062e+01,9.880713326103833793e-01,6.587453454957677978e-01
7.101703023174594088e-05,1.982782082342475420e+06,2.423703186340400134e+04,6.892399464169770945e+05,2.843747329711914062e+01,9.877762503104878800e-01,6.523874446138310246e-01
7.163026423790575675e-05,1.948977805607902585e+06,2.441260818832414589e+04,6.900378145765190711e+05,2.826563262939453125e+01,9.874741476695730880e-01,6.459488596581065556e-01
7.224879353654799859e-05,1.915749855004034936e+06,2.458889988527972673e+04,6.907501329253552249e+05,2.809194946289062500e+01,9.871648692437311468e-01,6.394361554453045215e-01
7.287266385266866729e-05,1.883088404797532829e+06,2.476589545484958944e+04,6.913922386356815696e+05,2.791711044311523438e+01,9.868482566236648212e-01,6.328413276433406676e-01
7.350192130610033877e-05,1.850983796773117268e+06,2.494358296329887162e+04,6.919558240284593776e+05,2.774083518981933594e+01,9.865241483978499648e-01,6.261686216622914802e-01
7.413661241492164094e-05,1.819426537377568427e+06,2.512195003476418424e+04,6.924301207033557585e+05,2.756275367736816406e+01,9.861923801161140979e-01,6.194239742697220663e-01
7.477678409889607200e-05,1.788407294912418118e+06,2.530098384342320060e+04,6.928253192863491131e+05,2.738333511352539062e+01,9.858527842536773944e-01,6.126020502951046165e-01
7.542248368294071550e-05,1.757916896774495253e+06,2.548067110565408802e+04,6.931323997397435596e+05,2.720228195190429688e+01,9.855051901757090338e-01,6.057080963204041213e-01
7.607375890062416119e-05,1.727946326743551530e+06,2.566099807219065042e+04,6.933602775462032296e+05,2.702000427246093750e+01,9.851494241024540965e-01,5.987373757998060153e-01
7.673065789769615229e-05,1.698486722316060215e+06,2.584195052027992642e+04,6.934973558155250503e+05,2.683610725402832031e+01,9.847853090749855154e-01,5.916969224994172993e-01
7.739322923564614031e-05,1.669529372084542178e+06,2.602351374584793666e+04,6.935479252064980101e+05,2.665081787109375000e+01,9.844126649216387026e-01,5.845847717308816360e-01
7.806152189529334947e-05,1.641065713161536492e+06,2.620567255568099426e+04,6.935112854591896757e+05,2.646416664123535156e+01,9.840313082251925803e-01,5.774018798289738408e-01
7.873558528040774094e-05,1.613087328647494782e+06,2.638841125962945807e+04,6.933767358422422549e+05,2.627580451965332031e+01,9.836410522908545229e-01,5.701554878472642196e-01
7.941546922136220204e-05,1.585585945141844684e+06,2.657171366284128817e+04,6.931622527028572513e+05,2.608647155761718750e+01,9.832417071151168253e-01,5.628352693042774080e-01
8.010122397881624511e-05,1.558553430296491133e+06,2.675556305803316718e+04,6.928457792337505380e+05,2.589539146423339844e+01,9.828330793555513090e-01,5.554558696765711234e-01
8.079290024743154125e-05,1.531981790411024587e+06,2.693994221780724547e+04,6.924489751188519876e+05,2.570343208312988281e+01,9.824149723016097902e-01,5.480044348744702587e-01
8.149054915961973617e-05,1.505863168068921426e+06,2.712483338702179026e+04,6.919435895068796817e+05,2.550959777832031250e+01,9.819871858465030190e-01,5.405003560886547653e-01
8.219422228932177568e-05,1.480189839814077131e+06,2.731021827522425156e+04,6.913578255917795468e+05,2.531498718261718750e+01,9.815495164602300315e-01,5.329262456776360235e-01
8.290397165582145131e-05,1.454954213866891339e+06,2.749607804915633096e+04,6.906658937823660672e+05,2.511870574951171875e+01,9.811017571638361856e-01,5.253005990155834581e-01
8.361984972759038779e-05,1.430148827879348537e+06,2.768239332533956622e+04,6.898787189636502881e+05,2.492120933532714844e+01,9.806436975049740434e-01,5.176175335635415653e-01
8.434190942616687117e-05,1.405766346728347475e+06,2.786914416275166877e+04,6.889993242735775420e+05,2.472265815734863281e+01,9.801751235348521440e-01,5.098763561404839884e-01
8.507020413006813819e-05,1.381799560346652521e+06,2.805631005560347694e+04,6.880145300605765078e+05,2.452263069152832031e+01,9.796958177866513795e-01,5.020880380885530681e-01
8.580478767873635714e-05,1.358241381590828765e+06,2.824386992622685284e+04,6.869406308333660709e+05,2.432176017761230469e+01,9.792055592554937959e-01,4.942425991845479927e-01
8.654571437651880186e-05,1.335084844145523151e+06,2.843180211808423337e+04,6.857657092700202484e+05,2.411967086791992188e+01,9.787041233800530815e-01,4.863504650830473008e-01
8.729303899668224573e-05,1.312323100463479059e+06,2.862008438891085825e+04,6.844890301873825956e+05,2.391638755798339844e+01,9.781912820258952257e-01,4.784142487885502115e-01
8.804681678546213161e-05,1.289949419740668731e+06,2.880869390400117481e+04,6.831052079360466450e+05,2.371177291870117188e+01,9.776668034706407218e-01,4.704403153471102272e-01
8.880710346614666649e-05,1.267957185925948201e+06,2.899760722965108289e+04,6.816339206796822837e+05,2.350655746459960938e+01,9.771304523910441242e-01,4.624156649406840902e-01
8.957395524319636964e-05,1.246339895764639834e+06,2.918680032676813425e+04,6.800490851817140356e+05,2.329988479614257812e+01,9.765819898520846642e-01,4.543630613986738287e-01
9.034742880639826102e-05,1.225091156875496730e+06,2.937624854466201941e+04,6.783770349786591250e+05,2.309270477294921875e+01,9.760211732981699528e-01,4.462640341729272042e-01
